fiscalYear,code,codeDotted,billable,previousLongTitle,newLongTitle,previousShortTitle,newShortTitle
2017,S49031D,S49.031D,true,"Salter Harris Type III physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with routine healing","Salter-Harris Type III physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with routine healing","Sltr-haris Type III physl fx upr end humer, r arm, 7thD","Sltr-haris Type III physl fx upper end humer, r arm, 7thD"
2017,S49031G,S49.031G,true,"Salter Harris Type III physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with delayed healing","Salter-Harris Type III physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with delayed healing","Sltr-haris Type III physl fx upr end humer, r arm, 7thG","Sltr-haris Type III physl fx upper end humer, r arm, 7thG"
2017,S49031K,S49.031K,true,"Salter Harris Type III physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with nonunion","Salter-Harris Type III physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with nonunion","Sltr-haris Type III physl fx upr end humer, r arm, 7thK","Sltr-haris Type III physl fx upper end humer, r arm, 7thK"
2017,S49031P,S49.031P,true,"Salter Harris Type III physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with malunion","Salter-Harris Type III physeal fracture of upper end of humerus, right arm, subsequent encounter for fracture with malunion","Sltr-haris Type III physl fx upr end humer, r arm, 7thP","Sltr-haris Type III physl fx upper end humer, r arm, 7thP"
2017,S49031S,S49.031S,true,"Salter Harris Type III physeal fracture of upper end of humerus, right arm, sequela","Salter-Harris Type III physeal fracture of upper end of humerus, right arm, sequela","Sltr-haris Type III physl fx upper end humer, r arm, sqla","Sltr-haris Type III physl fx upper end humer, r arm, sqla"
2017,S49032,S49.032,false,"Salter Harris Type III physeal fracture of upper end of humerus, left arm","Salter-Harris Type III physeal fracture of upper end of humerus, left arm","Sltr-haris Type III physeal fx upper end of humer, left arm","Sltr-haris Type III physeal fx upper end of humer, left arm"
2017,S49032A,S49.032A,true,"Salter Harris Type III physeal fracture of upper end of humerus, left arm, initial encounter for closed fracture","Salter-Harris Type III physeal fracture of upper end of humerus, left arm, initial encounter for closed fracture","Sltr-haris Type III physl fx upper end humer, left arm, init","Sltr-haris Type III physl fx upper end humer, left arm, init"
2017,S49032D,S49.032D,true,"Salter Harris Type III physeal fracture of upper end of humerus, left arm, subsequent encounter for fracture with routine healing","Salter-Harris Type III physeal fracture of upper end of humerus, left arm, subsequent encounter for fracture with routine healing","Sltr-haris Type III physl fx upr end humer, l arm, 7thD","Sltr-haris Type III physl fx upper end humer, left arm, 7thD"
2017,S49032G,S49.032G,true,"Salter Harris Type III physeal fracture of upper end of humerus, left arm, subsequent encounter for fracture with delayed healing","Salter-Harris Type III physeal fracture of upper end of humerus, left arm, subsequent encounter for fracture with delayed healing","Sltr-haris Type III physl fx upr end humer, l arm, 7thG","Sltr-haris Type III physl fx upper end humer, left arm, 7thG"
2017,S49032K,S49.032K,true,"Salter Harris Type III physeal fracture of upper end of humerus, left arm, subsequent encounter for fracture with nonunion","Salter-Harris Type III physeal fracture of upper end of humerus, left arm, subsequent encounter for fracture with nonunion","Sltr-haris Type III physl fx upr end humer, l arm, 7thK","Sltr-haris Type III physl fx upper end humer, left arm, 7thK"
2017,S49032P,S49.032P,true,"Salter Harris Type III physeal fracture of upper end of humerus, left arm, subsequent encounter for fracture with malunion","Salter-Harris Type III physeal fracture of upper end of humerus, left arm, subsequent encounter for fracture with malunion","Sltr-haris Type III physl fx upr end humer, l arm, 7thP","Sltr-haris Type III physl fx upper end humer, left arm, 7thP"
2017,S49032S,S49.032S,true,"Salter Harris Type III physeal fracture of upper end of humerus, left arm, sequela","Salter-Harris Type III physeal fracture of upper end of humerus, left arm, sequela","Sltr-haris Type III physl fx upper end humer, left arm, sqla","Sltr-haris Type III physl fx upper end humer, left arm, sqla"
2017,S49039,S49.039,false,"Salter Harris Type III physeal fracture of upper end of humerus, unspecified arm","Salter-Harris Type III physeal fracture of upper end of humerus, unspecified arm","Sltr-haris Type III physeal fx upper end of humer, unsp arm","Sltr-haris Type III physeal fx upper end of humer, unsp arm"
2017,S49039A,S49.039A,true,"Salter Harris Type III physeal fracture of upper end of humerus, unspecified arm, initial encounter for closed fracture","Salter-Harris Type III physeal fracture of upper end of humerus, unspecified arm, initial encounter for closed fracture","Sltr-haris Type III physl fx upper end humer, unsp arm, init","Sltr-haris Type III physl fx upper end humer, unsp arm, init"
2017,S49039D,S49.039D,true,"Salter Harris Type III physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with routine healing","Salter-Harris Type III physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with routine healing","Sltr-haris Type III physl fx upr end humer, unsp arm, 7thD","Sltr-haris Type III physl fx upper end humer, unsp arm, 7thD"
2017,S49039G,S49.039G,true,"Salter Harris Type III physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with delayed healing","Salter-Harris Type III physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with delayed healing","Sltr-haris Type III physl fx upr end humer, unsp arm, 7thG","Sltr-haris Type III physl fx upper end humer, unsp arm, 7thG"
2017,S49039K,S49.039K,true,"Salter Harris Type III physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with nonunion","Salter-Harris Type III physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with nonunion","Sltr-haris Type III physl fx upr end humer, unsp arm, 7thK","Sltr-haris Type III physl fx upper end humer, unsp arm, 7thK"
2017,S49039P,S49.039P,true,"Salter Harris Type III physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with malunion","Salter-Harris Type III physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with malunion","Sltr-haris Type III physl fx upr end humer, unsp arm, 7thP","Sltr-haris Type III physl fx upper end humer, unsp arm, 7thP"
2017,S49039S,S49.039S,true,"Salter Harris Type III physeal fracture of upper end of humerus, unspecified arm, sequela","Salter-Harris Type III physeal fracture of upper end of humerus, unspecified arm, sequela","Sltr-haris Type III physl fx upper end humer, unsp arm, sqla","Sltr-haris Type III physl fx upper end humer, unsp arm, sqla"
2017,S4913,S49.13,false,Salter Harris Type III physeal fracture of lower end of humerus,Salter-Harris Type III physeal fracture of lower end of humerus,Sltr-haris Type III physeal fracture of lower end of humerus,Sltr-haris Type III physeal fracture of lower end of humerus
2017,S49131,S49.131,false,"Salter Harris Type III physeal fracture of lower end of humerus, right arm","Salter-Harris Type III physeal fracture of lower end of humerus, right arm","Sltr-haris Type III physeal fx lower end of humer, right arm","Sltr-haris Type III physeal fx lower end of humer, right arm"
2017,S49131A,S49.131A,true,"Salter Harris Type III physeal fracture of lower end of humerus, right arm, initial encounter for closed fracture","Salter-Harris Type III physeal fracture of lower end of humerus, right arm, initial encounter for closed fracture","Sltr-haris Type III physl fx low end humer, right arm, init","Sltr-haris Type III physl fx low end humer, right arm, init"
2017,S49131D,S49.131D,true,"Salter Harris Type III physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with routine healing","Salter-Harris Type III physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with routine healing","Sltr-haris Type III physl fx low end humer, r arm, 7thD","Sltr-haris Type III physl fx low end humer, right arm, 7thD"
2017,S49131G,S49.131G,true,"Salter Harris Type III physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with delayed healing","Salter-Harris Type III physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with delayed healing","Sltr-haris Type III physl fx low end humer, r arm, 7thG","Sltr-haris Type III physl fx low end humer, right arm, 7thG"
2017,S49131K,S49.131K,true,"Salter Harris Type III physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with nonunion","Salter-Harris Type III physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with nonunion","Sltr-haris Type III physl fx low end humer, r arm, 7thK","Sltr-haris Type III physl fx low end humer, right arm, 7thK"
2017,S49131P,S49.131P,true,"Salter Harris Type III physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with malunion","Salter-Harris Type III physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with malunion","Sltr-haris Type III physl fx low end humer, r arm, 7thP","Sltr-haris Type III physl fx low end humer, right arm, 7thP"
2017,S49131S,S49.131S,true,"Salter Harris Type III physeal fracture of lower end of humerus, right arm, sequela","Salter-Harris Type III physeal fracture of lower end of humerus, right arm, sequela","Sltr-haris Type III physl fx low end humer, right arm, sqla","Sltr-haris Type III physl fx low end humer, right arm, sqla"
2017,S49132,S49.132,false,"Salter Harris Type III physeal fracture of lower end of humerus, left arm","Salter-Harris Type III physeal fracture of lower end of humerus, left arm","Sltr-haris Type III physeal fx lower end of humer, left arm","Sltr-haris Type III physeal fx lower end of humer, left arm"
2017,S49132A,S49.132A,true,"Salter Harris Type III physeal fracture of lower end of humerus, left arm, initial encounter for closed fracture","Salter-Harris Type III physeal fracture of lower end of humerus, left arm, initial encounter for closed fracture","Sltr-haris Type III physl fx lower end humer, left arm, init","Sltr-haris Type III physl fx lower end humer, left arm, init"
2017,S49132D,S49.132D,true,"Salter Harris Type III physeal fracture of lower end of humerus, left arm, subsequent encounter for fracture with routine healing","Salter-Harris Type III physeal fracture of lower end of humerus, left arm, subsequent encounter for fracture with routine healing","Sltr-haris Type III physl fx low end humer, l arm, 7thD","Sltr-haris Type III physl fx lower end humer, left arm, 7thD"
2017,S49132G,S49.132G,true,"Salter Harris Type III physeal fracture of lower end of humerus, left arm, subsequent encounter for fracture with delayed healing","Salter-Harris Type III physeal fracture of lower end of humerus, left arm, subsequent encounter for fracture with delayed healing","Sltr-haris Type III physl fx low end humer, l arm, 7thG","Sltr-haris Type III physl fx lower end humer, left arm, 7thG"
2017,S49132K,S49.132K,true,"Salter Harris Type III physeal fracture of lower end of humerus, left arm, subsequent encounter for fracture with nonunion","Salter-Harris Type III physeal fracture of lower end of humerus, left arm, subsequent encounter for fracture with nonunion","Sltr-haris Type III physl fx low end humer, l arm, 7thK","Sltr-haris Type III physl fx lower end humer, left arm, 7thK"
2017,S49132P,S49.132P,true,"Salter Harris Type III physeal fracture of lower end of humerus, left arm, subsequent encounter for fracture with malunion","Salter-Harris Type III physeal fracture of lower end of humerus, left arm, subsequent encounter for fracture with malunion","Sltr-haris Type III physl fx low end humer, l arm, 7thP","Sltr-haris Type III physl fx lower end humer, left arm, 7thP"
2017,S49132S,S49.132S,true,"Salter Harris Type III physeal fracture of lower end of humerus, left arm, sequela","Salter-Harris Type III physeal fracture of lower end of humerus, left arm, sequela","Sltr-haris Type III physl fx lower end humer, left arm, sqla","Sltr-haris Type III physl fx lower end humer, left arm, sqla"
2017,S49139,S49.139,false,"Salter Harris Type III physeal fracture of lower end of humerus, unspecified arm","Salter-Harris Type III physeal fracture of lower end of humerus, unspecified arm","Sltr-haris Type III physeal fx lower end of humer, unsp arm","Sltr-haris Type III physeal fx lower end of humer, unsp arm"
2017,S49139A,S49.139A,true,"Salter Harris Type III physeal fracture of lower end of humerus, unspecified arm, initial encounter for closed fracture","Salter-Harris Type III physeal fracture of lower end of humerus, unspecified arm, initial encounter for closed fracture","Sltr-haris Type III physl fx lower end humer, unsp arm, init","Sltr-haris Type III physl fx lower end humer, unsp arm, init"
2017,S49139D,S49.139D,true,"Salter Harris Type III physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with routine healing","Salter-Harris Type III physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with routine healing","Sltr-haris Type III physl fx low end humer, unsp arm, 7thD","Sltr-haris Type III physl fx lower end humer, unsp arm, 7thD"
2017,S49139G,S49.139G,true,"Salter Harris Type III physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with delayed healing","Salter-Harris Type III physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with delayed healing","Sltr-haris Type III physl fx low end humer, unsp arm, 7thG","Sltr-haris Type III physl fx lower end humer, unsp arm, 7thG"
2017,S49139K,S49.139K,true,"Salter Harris Type III physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with nonunion","Salter-Harris Type III physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with nonunion","Sltr-haris Type III physl fx low end humer, unsp arm, 7thK","Sltr-haris Type III physl fx lower end humer, unsp arm, 7thK"
2017,S49139P,S49.139P,true,"Salter Harris Type III physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with malunion","Salter-Harris Type III physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with malunion","Sltr-haris Type III physl fx low end humer, unsp arm, 7thP","Sltr-haris Type III physl fx lower end humer, unsp arm, 7thP"
2017,S49139S,S49.139S,true,"Salter Harris Type III physeal fracture of lower end of humerus, unspecified arm, sequela","Salter-Harris Type III physeal fracture of lower end of humerus, unspecified arm, sequela","Sltr-haris Type III physl fx lower end humer, unsp arm, sqla","Sltr-haris Type III physl fx lower end humer, unsp arm, sqla"
2017,S548X,S54.8X,false,Unspecified injury of other nerves at forearm level,Injury of other nerves at forearm level,Unspecified injury of other nerves at forearm level,Injury of other nerves at forearm level
2017,S548X1,S54.8X1,false,"Unspecified injury of other nerves at forearm level, right arm","Injury of other nerves at forearm level, right arm","Unsp injury of other nerves at forearm level, right arm","Injury of other nerves at forearm level, right arm"
2017,S548X1A,S54.8X1A,true,"Unspecified injury of other nerves at forearm level, right arm, initial encounter","Injury of other nerves at forearm level, right arm, initial encounter","Unsp injury of oth nerves at forearm level, right arm, init","Injury of other nerves at forearm level, right arm, init"
2017,S548X1D,S54.8X1D,true,"Unspecified injury of other nerves at forearm level, right arm, subsequent encounter","Injury of other nerves at forearm level, right arm, subsequent encounter","Unsp injury of oth nerves at forearm level, right arm, subs","Injury of other nerves at forearm level, right arm, subs"
2017,S548X1S,S54.8X1S,true,"Unspecified injury of other nerves at forearm level, right arm, sequela","Injury of other nerves at forearm level, right arm, sequela","Unsp injury of nerves at forearm level, right arm, sequela","Injury of other nerves at forearm level, right arm, sequela"
2017,S548X2,S54.8X2,false,"Unspecified injury of other nerves at forearm level, left arm","Injury of other nerves at forearm level, left arm","Unsp injury of other nerves at forearm level, left arm","Injury of other nerves at forearm level, left arm"
2017,S548X2A,S54.8X2A,true,"Unspecified injury of other nerves at forearm level, left arm, initial encounter","Injury of other nerves at forearm level, left arm, initial encounter","Unsp injury of oth nerves at forearm level, left arm, init","Injury of other nerves at forearm level, left arm, init"
2017,S548X2D,S54.8X2D,true,"Unspecified injury of other nerves at forearm level, left arm, subsequent encounter","Injury of other nerves at forearm level, left arm, subsequent encounter","Unsp injury of oth nerves at forearm level, left arm, subs","Injury of other nerves at forearm level, left arm, subs"
2017,S548X2S,S54.8X2S,true,"Unspecified injury of other nerves at forearm level, left arm, sequela","Injury of other nerves at forearm level, left arm, sequela","Unsp injury of nerves at forearm level, left arm, sequela","Injury of other nerves at forearm level, left arm, sequela"
2017,S548X9,S54.8X9,false,"Unspecified injury of other nerves at forearm level, unspecified arm","Injury of other nerves at forearm level, unspecified arm","Unsp injury of other nerves at forearm level, unsp arm","Injury of other nerves at forearm level, unspecified arm"
2017,S548X9A,S54.8X9A,true,"Unspecified injury of other nerves at forearm level, unspecified arm, initial encounter","Injury of other nerves at forearm level, unspecified arm, initial encounter","Unsp injury of oth nerves at forearm level, unsp arm, init","Injury of other nerves at forarm lv, unspecified arm, init"
2017,S548X9D,S54.8X9D,true,"Unspecified injury of other nerves at forearm level, unspecified arm, subsequent encounter","Injury of other nerves at forearm level, unspecified arm, subsequent encounter","Unsp injury of oth nerves at forearm level, unsp arm, subs","Injury of other nerves at forarm lv, unspecified arm, subs"
2017,S548X9S,S54.8X9S,true,"Unspecified injury of other nerves at forearm level, unspecified arm, sequela","Injury of other nerves at forearm level, unspecified arm, sequela","Unsp injury of nerves at forearm level, unsp arm, sequela","Injury of other nerves at forarm lv, unsp arm, sequela"
2017,T8281,T82.81,false,"Embolism of cardiac and vascular prosthetic devices, implants and grafts","Embolism due to cardiac and vascular prosthetic devices, implants and grafts",Embolism of cardiac and vascular prosth dev/grft,Embolism due to cardiac and vascular prosth dev/grft
2017,T82817,T82.817,false,"Embolism of cardiac prosthetic devices, implants and grafts","Embolism due to cardiac prosthetic devices, implants and grafts","Embolism of cardiac prosthetic devices, implants and grafts",Embolism due to cardiac prosth dev/grft
2017,T82817A,T82.817A,true,"Embolism of cardiac prosthetic devices, implants and grafts, initial encounter","Embolism due to cardiac prosthetic devices, implants and grafts, initial encounter","Embolism of cardiac prosth dev/grft, init","Embolism due to cardiac prosth dev/grft, initial encounter"
2017,T82817D,T82.817D,true,"Embolism of cardiac prosthetic devices, implants and grafts, subsequent encounter","Embolism due to cardiac prosthetic devices, implants and grafts, subsequent encounter","Embolism of cardiac prosth dev/grft, subs","Embolism due to cardiac prosth dev/grft, subs"
2017,T82817S,T82.817S,true,"Embolism of cardiac prosthetic devices, implants and grafts, sequela","Embolism due to cardiac prosthetic devices, implants and grafts, sequela","Embolism of cardiac prosth dev/grft, sequela","Embolism due to cardiac prosth dev/grft, sequela"
2017,T82818,T82.818,false,"Embolism of vascular prosthetic devices, implants and grafts","Embolism due to vascular prosthetic devices, implants and grafts","Embolism of vascular prosthetic devices, implants and grafts",Embolism due to vascular prosth dev/grft
2017,T82818A,T82.818A,true,"Embolism of vascular prosthetic devices, implants and grafts, initial encounter","Embolism due to vascular prosthetic devices, implants and grafts, initial encounter","Embolism of vascular prosth dev/grft, init","Embolism due to vascular prosth dev/grft, initial encounter"
2017,T82818D,T82.818D,true,"Embolism of vascular prosthetic devices, implants and grafts, subsequent encounter","Embolism due to vascular prosthetic devices, implants and grafts, subsequent encounter","Embolism of vascular prosth dev/grft, subs","Embolism due to vascular prosth dev/grft, subs"
2017,T82818S,T82.818S,true,"Embolism of vascular prosthetic devices, implants and grafts, sequela","Embolism due to vascular prosthetic devices, implants and grafts, sequela","Embolism of vascular prosth dev/grft, sequela","Embolism due to vascular prosth dev/grft, sequela"
2017,T8282,T82.82,false,"Fibrosis of cardiac and vascular prosthetic devices, implants and grafts","Fibrosis due to cardiac and vascular prosthetic devices, implants and grafts",Fibrosis of cardiac and vascular prosth dev/grft,Fibrosis due to cardiac and vascular prosth dev/grft
2017,T82827,T82.827,false,"Fibrosis of cardiac prosthetic devices, implants and grafts","Fibrosis due to cardiac prosthetic devices, implants and grafts","Fibrosis of cardiac prosthetic devices, implants and grafts",Fibrosis due to cardiac prosth dev/grft
2017,T82827A,T82.827A,true,"Fibrosis of cardiac prosthetic devices, implants and grafts, initial encounter","Fibrosis due to cardiac prosthetic devices, implants and grafts, initial encounter","Fibrosis of cardiac prosth dev/grft, init","Fibrosis due to cardiac prosth dev/grft, initial encounter"
2017,T82827D,T82.827D,true,"Fibrosis of cardiac prosthetic devices, implants and grafts, subsequent encounter","Fibrosis due to cardiac prosthetic devices, implants and grafts, subsequent encounter","Fibrosis of cardiac prosth dev/grft, subs","Fibrosis due to cardiac prosth dev/grft, subs"
2017,T82827S,T82.827S,true,"Fibrosis of cardiac prosthetic devices, implants and grafts, sequela","Fibrosis due to cardiac prosthetic devices, implants and grafts, sequela","Fibrosis of cardiac prosth dev/grft, sequela","Fibrosis due to cardiac prosth dev/grft, sequela"
2017,T82828,T82.828,false,"Fibrosis of vascular prosthetic devices, implants and grafts","Fibrosis due to vascular prosthetic devices, implants and grafts","Fibrosis of vascular prosthetic devices, implants and grafts",Fibrosis due to vascular prosth dev/grft
2017,T82828A,T82.828A,true,"Fibrosis of vascular prosthetic devices, implants and grafts, initial encounter","Fibrosis due to vascular prosthetic devices, implants and grafts, initial encounter","Fibrosis of vascular prosth dev/grft, init","Fibrosis due to vascular prosth dev/grft, initial encounter"
2017,T82828D,T82.828D,true,"Fibrosis of vascular prosthetic devices, implants and grafts, subsequent encounter","Fibrosis due to vascular prosthetic devices, implants and grafts, subsequent encounter","Fibrosis of vascular prosth dev/grft, subs","Fibrosis due to vascular prosth dev/grft, subs"
2017,T82828S,T82.828S,true,"Fibrosis of vascular prosthetic devices, implants and grafts, sequela","Fibrosis due to vascular prosthetic devices, implants and grafts, sequela","Fibrosis of vascular prosth dev/grft, sequela","Fibrosis due to vascular prosth dev/grft, sequela"
2017,T8283,T82.83,false,"Hemorrhage of cardiac and vascular prosthetic devices, implants and grafts","Hemorrhage due to cardiac and vascular prosthetic devices, implants and grafts",Hemorrhage of cardiac and vascular prosth dev/grft,Hemorrhage due to cardiac and vascular prosth dev/grft
2017,T82837,T82.837,false,"Hemorrhage of cardiac prosthetic devices, implants and grafts","Hemorrhage due to cardiac prosthetic devices, implants and grafts",Hemorrhage of cardiac prosth dev/grft,Hemorrhage due to cardiac prosth dev/grft
2017,T82837A,T82.837A,true,"Hemorrhage of cardiac prosthetic devices, implants and grafts, initial encounter","Hemorrhage due to cardiac prosthetic devices, implants and grafts, initial encounter","Hemorrhage of cardiac prosth dev/grft, init","Hemorrhage due to cardiac prosth dev/grft, initial encounter"
2017,T82837D,T82.837D,true,"Hemorrhage of cardiac prosthetic devices, implants and grafts, subsequent encounter","Hemorrhage due to cardiac prosthetic devices, implants and grafts, subsequent encounter","Hemorrhage of cardiac prosth dev/grft, subs","Hemorrhage due to cardiac prosth dev/grft, subs"
2017,T82837S,T82.837S,true,"Hemorrhage of cardiac prosthetic devices, implants and grafts, sequela","Hemorrhage due to cardiac prosthetic devices, implants and grafts, sequela","Hemorrhage of cardiac prosth dev/grft, sequela","Hemorrhage due to cardiac prosth dev/grft, sequela"
2017,T82838,T82.838,false,"Hemorrhage of vascular prosthetic devices, implants and grafts","Hemorrhage due to vascular prosthetic devices, implants and grafts",Hemorrhage of vascular prosth dev/grft,Hemorrhage due to vascular prosth dev/grft
2017,T82838A,T82.838A,true,"Hemorrhage of vascular prosthetic devices, implants and grafts, initial encounter","Hemorrhage due to vascular prosthetic devices, implants and grafts, initial encounter","Hemorrhage of vascular prosth dev/grft, init","Hemorrhage due to vascular prosth dev/grft, init"
2017,T82838D,T82.838D,true,"Hemorrhage of vascular prosthetic devices, implants and grafts, subsequent encounter","Hemorrhage due to vascular prosthetic devices, implants and grafts, subsequent encounter","Hemorrhage of vascular prosth dev/grft, subs","Hemorrhage due to vascular prosth dev/grft, subs"
2017,T82838S,T82.838S,true,"Hemorrhage of vascular prosthetic devices, implants and grafts, sequela","Hemorrhage due to vascular prosthetic devices, implants and grafts, sequela","Hemorrhage of vascular prosth dev/grft, sequela","Hemorrhage due to vascular prosth dev/grft, sequela"
2017,T8284,T82.84,false,"Pain from cardiac and vascular prosthetic devices, implants and grafts","Pain due to cardiac and vascular prosthetic devices, implants and grafts",Pain from cardiac and vascular prosth dev/grft,Pain due to cardiac and vascular prosth dev/grft
2017,T82847,T82.847,false,"Pain from cardiac prosthetic devices, implants and grafts","Pain due to cardiac prosthetic devices, implants and grafts","Pain from cardiac prosthetic devices, implants and grafts","Pain due to cardiac prosthetic devices, implants and grafts"
2017,T82847A,T82.847A,true,"Pain from cardiac prosthetic devices, implants and grafts, initial encounter","Pain due to cardiac prosthetic devices, implants and grafts, initial encounter","Pain from cardiac prosth dev/grft, init","Pain due to cardiac prosth dev/grft, initial encounter"
2017,T82847D,T82.847D,true,"Pain from cardiac prosthetic devices, implants and grafts, subsequent encounter","Pain due to cardiac prosthetic devices, implants and grafts, subsequent encounter","Pain from cardiac prosth dev/grft, subs","Pain due to cardiac prosth dev/grft, subsequent encounter"
2017,T82847S,T82.847S,true,"Pain from cardiac prosthetic devices, implants and grafts, sequela","Pain due to cardiac prosthetic devices, implants and grafts, sequela","Pain from cardiac prosth dev/grft, sequela","Pain due to cardiac prosth dev/grft, sequela"
2017,T82848,T82.848,false,"Pain from vascular prosthetic devices, implants and grafts","Pain due to vascular prosthetic devices, implants and grafts","Pain from vascular prosthetic devices, implants and grafts","Pain due to vascular prosthetic devices, implants and grafts"
2017,T82848A,T82.848A,true,"Pain from vascular prosthetic devices, implants and grafts, initial encounter","Pain due to vascular prosthetic devices, implants and grafts, initial encounter","Pain from vascular prosth dev/grft, init","Pain due to vascular prosth dev/grft, initial encounter"
2017,T82848D,T82.848D,true,"Pain from vascular prosthetic devices, implants and grafts, subsequent encounter","Pain due to vascular prosthetic devices, implants and grafts, subsequent encounter","Pain from vascular prosth dev/grft, subs","Pain due to vascular prosth dev/grft, subsequent encounter"
2017,T82848S,T82.848S,true,"Pain from vascular prosthetic devices, implants and grafts, sequela","Pain due to vascular prosthetic devices, implants and grafts, sequela","Pain from vascular prosth dev/grft, sequela","Pain due to vascular prosth dev/grft, sequela"
2017,T8285,T82.85,false,"Stenosis of cardiac and vascular prosthetic devices, implants and grafts","Stenosis due to cardiac and vascular prosthetic devices, implants and grafts",Stenosis of cardiac and vascular prosth dev/grft,Stenosis due to cardiac and vascular prosth dev/grft
2017,T82857,T82.857,false,"Stenosis of cardiac prosthetic devices, implants and grafts","Stenosis of other cardiac prosthetic devices, implants and grafts","Stenosis of cardiac prosthetic devices, implants and grafts",Stenosis of other cardiac prosth dev/grft
2017,T82857A,T82.857A,true,"Stenosis of cardiac prosthetic devices, implants and grafts, initial encounter","Stenosis of other cardiac prosthetic devices, implants and grafts, initial encounter","Stenosis of cardiac prosth dev/grft, init","Stenosis of other cardiac prosth dev/grft, initial encounter"
2017,T82857D,T82.857D,true,"Stenosis of cardiac prosthetic devices, implants and grafts, subsequent encounter","Stenosis of other cardiac prosthetic devices, implants and grafts, subsequent encounter","Stenosis of cardiac prosth dev/grft, subs","Stenosis of other cardiac prosth dev/grft, subs"
2017,T82857S,T82.857S,true,"Stenosis of cardiac prosthetic devices, implants and grafts, sequela","Stenosis of other cardiac prosthetic devices, implants and grafts, sequela","Stenosis of cardiac prosth dev/grft, sequela","Stenosis of other cardiac prosth dev/grft, sequela"
2017,T82858,T82.858,false,"Stenosis of vascular prosthetic devices, implants and grafts","Stenosis of other vascular prosthetic devices, implants and grafts","Stenosis of vascular prosthetic devices, implants and grafts",Stenosis of other vascular prosth dev/grft
2017,T82858A,T82.858A,true,"Stenosis of vascular prosthetic devices, implants and grafts, initial encounter","Stenosis of other vascular prosthetic devices, implants and grafts, initial encounter","Stenosis of vascular prosth dev/grft, init","Stenosis of other vascular prosth dev/grft, init"
2017,T82858D,T82.858D,true,"Stenosis of vascular prosthetic devices, implants and grafts, subsequent encounter","Stenosis of other vascular prosthetic devices, implants and grafts, subsequent encounter","Stenosis of vascular prosth dev/grft, subs","Stenosis of other vascular prosth dev/grft, subs"
2017,T82858S,T82.858S,true,"Stenosis of vascular prosthetic devices, implants and grafts, sequela","Stenosis of other vascular prosthetic devices, implants and grafts, sequela","Stenosis of vascular prosth dev/grft, sequela","Stenosis of other vascular prosth dev/grft, sequela"
2017,T82867,T82.867,false,"Thrombosis of cardiac prosthetic devices, implants and grafts","Thrombosis due to cardiac prosthetic devices, implants and grafts",Thrombosis of cardiac prosth dev/grft,Thrombosis due to cardiac prosth dev/grft
2017,T82867A,T82.867A,true,"Thrombosis of cardiac prosthetic devices, implants and grafts, initial encounter","Thrombosis due to cardiac prosthetic devices, implants and grafts, initial encounter","Thrombosis of cardiac prosth dev/grft, init","Thrombosis due to cardiac prosth dev/grft, initial encounter"
2017,T82867D,T82.867D,true,"Thrombosis of cardiac prosthetic devices, implants and grafts, subsequent encounter","Thrombosis due to cardiac prosthetic devices, implants and grafts, subsequent encounter","Thrombosis of cardiac prosth dev/grft, subs","Thrombosis due to cardiac prosth dev/grft, subs"
2017,T82867S,T82.867S,true,"Thrombosis of cardiac prosthetic devices, implants and grafts, sequela","Thrombosis due to cardiac prosthetic devices, implants and grafts, sequela","Thrombosis of cardiac prosth dev/grft, sequela","Thrombosis due to cardiac prosth dev/grft, sequela"
